ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality
3,China,Wuhan,15,Positive only,50,0.47,0.00,0.00,1.00,0.00,0.00,,0.13,0.13,0.07,0.13,0.00,0.13,0.07,0.00,0.20,0.93,,0.80,0.80,0.07,0.40,0.13,0.13,,0.07,0.00,0.00,,,,,0.00,0.07
4,China,Zhejiang,149,Positive only,45,0.54,0.00,0.00,1.00,0.00,0.00,,,,,,0.01,,0.19,,,0.77,,0.58,0.01,0.09,0.32,0.03,,,0.07,0.01,,0.14,0.14,,,,0.00
6,China,Beijing,77,Positive only,52,0.44,0.00,0.00,1.00,0.00,0.00,,0.21,0.08,0.12,0.08,0.05,,0.03,0.07,,0.86,,0.64,0.21,0.13,,0.27,0.27,,0.01,0.08,0.09,0.07,,,,0.00,0.06
6,China,Beijing,57,Positive only,45,0.40,0.00,0.00,1.00,0.00,0.00,,0.14,0.07,0.05,0.05,0.05,,0.02,0.04,,0.83,,0.58,0.14,0.18,,0.33,0.33,,0.02,0.05,0.07,0.09,,,,0.00,0.00
6,China,Beijing,20,Positive only,69,0.55,0.00,0.00,1.00,0.00,0.00,,0.40,0.10,0.30,0.15,0.05,,0.05,0.15,,0.95,,0.80,0.40,0.00,,0.10,0.10,,0.00,0.15,0.15,0.00,,,,0.00,0.25
7,China,Wuhan,36,Positive only,68,0.83,0.00,0.00,1.00,0.00,0.00,,0.39,0.28,0.33,0.19,0.06,,5.60,,0.08,,,,1.00,,,,,,,,,,,,,,0.64
7,China,Wuhan,22,Positive only,69,0.86,0.00,0.00,1.00,0.00,0.00,,0.36,0.27,0.27,0.18,0.09,,0.00,,0.14,,,,1.00,,,,,,,,,,,,,,0.55
7,China,Wuhan,14,Positive only,73,0.79,0.00,0.00,1.00,0.00,0.00,,0.43,0.29,0.43,0.21,0.00,,0.14,,,,,,1.00,,,,,,,,,,,,,,0.79
8,Italy,Nationwide,3200,Positive only,80,0.71,1.00,0.00,0.00,0.00,0.00,,0.74,0.34,0.30,0.14,0.20,0.04,,0.20,0.04,0.76,,0.40,0.73,,,,,,0.08,,,,,,,0.00,1.00
9,China,Zhejiang,91,Positive only,48,0.41,0.00,0.00,1.00,0.00,0.00,,0.16,0.09,,,,,,,,0.71,,0.60,0.03,0.08,0.33,0.05,0.44,,0.23,0.07,0.25,,,,,,0.00
10,China,Seven hospitals,62,Positive only,41,0.57,0.00,0.00,1.00,0.00,0.00,,0.08,0.02,,0.02,,0.11,0.02,0.02,,0.77,0.03,0.81,0.03,0.34,0.57,0.52,0.52,,0.08,,,,,,,,0.00
10,China,Seven hospitals,33,Positive only,45,0.58,0.00,0.00,1.00,0.00,0.00,,0.12,0.03,,0.03,,0.12,0.03,0.00,,0.73,0.03,0.82,0.06,0.45,0.58,0.58,0.58,,0.09,,,,,,,,0.00
10,China,Seven hospitals,29,Positive only,39,0.55,0.00,0.00,1.00,0.00,0.00,,0.03,0.00,,0.00,,0.10,0.00,0.03,,0.83,0.03,0.79,0.00,0.21,0.55,0.45,0.45,,0.00,,,,,,,,0.00
12,China,Jiangsu,620,Positive only,44,0.53,0.00,0.00,1.00,0.00,0.00,0.04,0.15,0.06,0.02,,0.01,0.01,,0.01,0.01,0.66,,0.55,0.03,,0.27,,,,0.09,,0.02,,,,,0.16,0.00
12,China,Jiangsu,97,Positive only,36,0.45,0.00,0.00,1.00,0.00,0.00,0.06,0.11,0.09,0.03,,0.00,0.00,,0.00,0.03,0.24,,0.30,0.01,,0.12,,,,0.04,,0.01,,,,,1.00,0.00
12,China,Jiangsu,470,Positive only,44,0.53,0.00,0.00,1.00,0.00,0.00,0.04,0.14,0.05,0.01,,0.01,0.00,,0.01,0.06,0.73,,0.59,0.03,,0.25,,,,0.09,,0.02,,,,,0.00,0.00
12,China,Jiangsu,53,Positive only,60,0.66,0.00,0.00,1.00,0.00,0.00,0.00,0.34,0.15,0.08,,0.02,0.02,,0.02,0.05,0.85,,0.70,0.11,,0.42,,,,0.11,,0.00,,,,,0.00,0.00
13,China,Nationwide,1099,Positive only,47,0.58,0.00,0.00,1.00,0.00,0.00,0.13,0.15,0.07,0.03,0.01,0.01,,0.01,0.01,,0.89,,0.68,0.19,0.14,0.34,0.15,0.38,0.05,0.04,0.05,,0.14,0.12,,,,0.01
13,China,Nationwide,926,Positive only,45,0.58,0.00,0.00,1.00,0.00,0.00,0.12,0.13,0.06,0.02,0.01,0.01,,0.01,0.01,,0.88,,0.67,0.15,0.13,0.33,0.15,0.38,0.05,0.04,0.05,,0.14,0.11,,,,0.00
13,China,Nationwide,173,Positive only,51,0.58,0.00,0.00,1.00,0.00,0.00,0.17,0.24,0.16,0.06,0.04,0.02,,0.02,0.02,,0.92,,0.71,0.38,0.15,0.35,0.17,0.40,0.04,0.06,0.07,,0.13,0.15,,,,0.08
13,China,Nationwide,67,Positive and Negative/Unconfirmed,62,0.67,0.00,0.00,1.00,0.00,0.00,0.26,0.36,0.27,0.09,0.10,0.02,,0.06,0.03,,0.88,,0.69,0.54,0.12,0.30,0.09,0.33,0.03,0.06,0.05,,0.09,0.12,,,,0.22
13,China,Nationwide,1032,Positive and Negative/Unconfirmed,46,0.58,0.00,0.00,1.00,0.00,0.00,0.12,0.14,0.06,0.02,0.01,0.01,,0.01,0.01,,0.89,,0.68,0.16,0.14,0.34,0.15,0.39,0.05,0.04,0.05,,0.14,0.11,,,,0.00
16,China,Wuhan,41,Positive only,49,0.73,0.00,0.00,1.00,0.00,0.00,0.07,0.15,0.20,0.15,0.02,0.02,0.02,,,0.02,0.98,0.29,0.76,0.55,,0.28,0.44,0.44,,0.03,,,,,,,,0.15
16,China,Wuhan,13,Positive only,50,0.85,0.00,0.00,1.00,0.00,0.00,0.00,0.15,0.08,0.23,0.08,0.00,0.00,,,0.00,1.00,0.62,0.85,0.92,,0.38,0.54,0.54,,0.00,,,,,,,,0.38
16,China,Wuhan,28,Positive only,49,0.68,0.00,0.00,1.00,0.00,0.00,0.11,0.14,0.25,0.11,0.00,0.04,0.04,,,0.04,0.96,0.14,0.71,0.37,,0.23,0.39,0.39,,0.04,,,,,,,,0.04
17,China,Wuhan,99,Positive only,56,0.68,0.00,0.00,1.00,0.00,0.00,,,0.12,,0.01,0.01,,,,0.17,0.83,,0.82,0.31,0.08,,0.11,,,0.02,0.01,,0.05,,,,,0.11
19,China,Wuhan,138,Positive only,56,0.54,0.00,0.00,1.00,0.00,0.00,,0.31,0.10,0.15,0.03,0.07,0.03,0.05,0.03,0.01,0.99,,0.59,0.31,0.07,0.27,0.35,0.70,,0.10,0.10,0.40,,,,,0.00,0.04
19,China,Wuhan,36,Positive only,66,0.61,0.00,0.00,1.00,0.00,0.00,,0.58,0.22,0.25,0.08,0.11,0.00,0.17,0.06,0.00,1.00,,0.58,0.64,0.08,0.22,0.33,0.81,,0.17,0.11,0.67,,,,,0.00,0.17
19,China,Wuhan,102,Positive only,51,0.52,0.00,0.00,1.00,0.00,0.00,,0.22,0.06,0.11,0.01,0.06,0.04,0.01,0.02,0.02,0.98,,0.60,0.20,0.06,0.28,0.35,0.66,,0.08,0.10,0.30,,,,,0.00,0.00
22,China,Northeast Chongqing,135,Positive only,46,0.53,0.00,0.00,1.00,0.00,0.00,0.07,0.10,0.09,0.05,0.00,0.03,0.02,,,,0.89,,0.77,0.13,0.33,0.09,0.33,0.33,,0.13,0.03,,,,,,,0.01
22,China,Northeast Chongqing,95,Positive only,42,0.55,0.00,0.00,1.00,0.00,0.00,0.08,0.09,0.03,0.01,0.00,0.01,0.01,,,,0.90,,0.71,0.10,0.24,0.05,0.26,0.26,,0.05,0.04,,,,,,,0.00
22,China,Northeast Chongqing,40,Positive only,60,0.53,0.00,0.00,1.00,0.00,0.00,0.03,0.10,0.23,0.15,0.10,0.08,0.03,,,,0.85,,0.88,0.19,0.28,0.18,0.48,0.48,,0.33,0.00,,,,,,,0.03
23,China,Wuhan,17,Positive only,45,0.53,0.00,0.00,1.00,0.00,0.00,0.18,0.06,0.00,0.00,0.00,0.00,,,0.00,0.18,0.71,,0.77,,,0.18,0.24,0.47,,0.12,,,,,,,,0.00
23,China,Wuhan,5,Positive only,35,0.80,0.00,0.00,1.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,,,0.00,0.40,0.80,,0.60,,,0.00,0.60,0.60,,0.00,,,,,,,,0.00
23,China,Wuhan,12,Positive only,49,0.42,0.00,0.00,1.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,,,0.00,0.08,0.67,,0.83,,,0.25,0.17,0.42,,0.17,,,,,,,,0.00
24,China,Wuhan,48,Positive and Negative/Unconfirmed,71,0.69,0.00,0.00,1.00,0.00,0.00,,0.67,0.21,0.27,,,,,0.10,0.15,0.71,,,,,,,,,,,,,,,,,0.35
24,China,Wuhan,17,Positive only,79,0.71,0.00,0.00,1.00,0.00,0.00,,0.71,0.29,0.24,,,,,0.29,0.18,0.71,,,,,,,,,,,,,,,,,1.00
24,China,Wuhan,31,Positive and Negative/Unconfirmed,66,0.68,0.00,0.00,1.00,0.00,0.00,,0.65,0.16,0.29,,,,,0.00,0.13,0.71,,,,,,,,,,,,,,,,,0.00
25,USA,Washington,21,Positive only,70,0.52,,,,,,,,0.33,,0.33,,,,0.48,0.43,0.52,,0.48,0.76,,,,,,,,,,,,,,0.67
26,Singapore,Singapore,18,Positive only,50,0.50,0.00,0.00,1.00,0.00,0.00,,0.28,0.11,,,,,,,,0.72,,0.83,0.11,,,,,,0.17,0.22,,0.61,,,,,0.00
26,Singapore,Singapore,12,Positive only,41,0.58,0.00,0.00,1.00,0.00,0.00,,0.08,0.08,,,,,,,,0.58,,0.83,0.08,,,,,,0.25,,,0.67,,,,,0.00
26,Singapore,Singapore,6,Positive only,59,0.33,0.00,0.00,1.00,0.00,0.00,,0.67,0.17,,,,,,,,1.00,,0.83,0.17,,,,,,0.00,,,0.50,,,,,0.00
28,China,Wuhan,201,Positive only,51,0.64,0.00,0.00,1.00,0.00,0.00,,0.19,0.11,0.04,0.03,0.01,0.04,,0.01,0.07,0.94,,0.81,,,,0.32,0.32,,,,,,,,,,0.22
28,China,Wuhan,84,Positive only,59,0.71,0.00,0.00,1.00,0.00,0.00,,0.27,0.19,0.06,,,,,,,0.93,,0.81,,,,0.32,0.32,,,,,,,,,,0.52
28,China,Wuhan,117,Positive only,47,0.58,0.00,0.00,1.00,0.00,0.00,,0.14,0.05,0.03,,,,,,,0.94,,0.82,,,,0.33,0.33,,,,,,,,,,0.00
32,China,Beijing,262,Positive only,16,0.49,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.82,,0.46,0.07,0.07,,,0.26,,,,,,,,,,0.01
32,China,Beijing,46,Positive only,20,0.57,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.80,,0.54,0.33,0.07,,,0.33,,,,,,,,,,0.07
32,China,Beijing,216,Positive only,15,0.47,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.82,,0.44,0.01,0.07,,,0.25,,,,,,,,,,0.00
38,China,Shanghai,249,Positive only,51,0.51,0.00,0.00,1.00,0.00,0.00,,0.22,,,,0.00,,,,0.16,0.87,,0.37,0.08,0.11,,,0.16,,0.03,,0.03,0.06,,,,0.03,0.01
40,China,Changzhou,15,Positive only,38,0.67,0.00,0.00,1.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.73,,0.33,0.13,,0.20,0.27,0.07,,0.13,,,,,,,,0.00
40,China,Changzhou,17,Positive only,36,0.41,0.00,0.00,1.00,0.00,0.00,,,0.06,0.12,0.00,,0.00,,0.06,0.00,0.59,,0.53,0.06,,0.35,0.12,0.00,,0.06,,,,,,,,0.00
40,China,Changzhou,19,Positive only,51,0.42,0.00,0.00,1.00,0.00,0.00,,,0.16,0.16,0.05,,0.05,,0.00,0.05,0.68,,0.47,0.05,,0.21,0.11,0.11,,0.11,,,,,,,,0.00
42,China,Shandong,537,Positive only,0,0.56,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.88,,0.36,,,,,0.08,,,,,,,,,,0.00
44,China,Hubei,463,Positive only,17,0.53,0.00,0.00,1.00,0.00,0.00,,0.23,0.09,0.06,,,,,,,0.90,,0.77,0.42,0.13,0.32,,0.28,,,,,,,,,,0.00
44,China,Hubei,282,Positive only,50,0.51,0.00,0.00,1.00,0.00,0.00,,0.19,0.07,0.04,,,,,,,0.87,,0.75,0.40,0.05,0.29,,0.29,,,,,,,,,,0.00
44,China,Hubei,181,Positive only,55,0.55,0.00,0.00,1.00,0.00,0.00,,0.29,0.11,0.09,,,,,,,0.94,,0.80,0.45,0.06,0.35,,0.27,,,,,,,,,,0.00
47,China,Chongqing,223,Positive only,47,0.47,0.00,0.00,1.00,0.00,0.00,0.16,0.11,0.08,0.00,0.00,,,,,0.04,0.53,0.03,0.51,0.07,0.05,0.12,0.05,0.05,,0.05,,,,,,,,0.00
47,China,Chongqing,192,Positive only,45,0.45,0.00,0.00,1.00,0.00,0.00,0.16,0.11,0.05,0.01,0.01,,,,,0.04,0.48,0.01,0.50,0.00,0.05,0.10,0.05,0.05,,0.06,,,,,,,,0.00
47,China,Chongqing,31,Positive only,56,0.58,0.00,0.00,1.00,0.00,0.00,0.16,0.13,0.26,0.00,0.00,,,,,0.07,0.87,0.16,0.58,0.48,0.03,0.23,0.07,0.07,,0.00,,,,,,,,0.00
54,China,Various,9,Positive only,1,0.22,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.44,,0.22,,,0.11,,,,,,,0.11,,,,,0.00
59,China,Wuhan,82,Positive only,73,0.66,0.00,0.00,1.00,0.00,0.00,,0.56,0.18,0.21,0.15,0.07,0.02,0.12,0.07,0.12,0.78,,0.65,0.63,,,,0.46,,0.12,0.02,,0.05,,,,,1.00
60,China,Jiangxi,11,Positive only,0,0.36,0.00,0.00,1.00,0.00,0.00,,0.18,,,,,,,,,0.36,,0.36,0.64,,,,,,,,,,,,,,0.00
60,China,Jiangxi,2,Positive only,31,0.50,0.00,0.00,1.00,0.00,0.00,,0.00,,,,,,,,,0.00,,0.50,0.50,,,,,,,,,,,,,,0.00
60,China,Jiangxi,9,Positive only,43,0.33,0.00,0.00,1.00,0.00,0.00,,0.22,,,,,,,,,0.44,,0.33,0.67,,,,,,,,,,,,,,0.00
61,China,Two provinces,62,Positive only,15,0.52,0.00,0.00,1.00,0.00,0.00,0.25,0.14,0.05,0.02,0.03,0.01,0.03,0.01,0.00,,0.79,,0.60,0.05,0.08,0.16,0.24,0.24,0.05,0.11,,,0.08,,,,0.05,0.00
63,China,Wuhan,403,Positive only,56,0.48,0.00,0.00,1.00,0.00,0.00,0.07,0.28,0.14,0.09,0.07,,,0.10,0.02,0.10,0.79,,0.10,0.02,,,0.01,0.04,,0.01,0.01,,0.02,,,,,0.25
63,China,Wuhan,100,Positive only,71,0.57,0.00,0.00,1.00,0.00,0.00,0.09,0.60,0.25,0.16,0.17,,,0.22,0.03,0.22,0.87,,0.04,0.02,,,0.00,0.02,,0.01,0.00,,0.00,,,,,1.00
63,China,Wuhan,303,Positive only,49,0.45,0.00,0.00,1.00,0.00,0.00,0.07,0.18,0.11,0.07,0.04,,,0.06,0.01,0.06,0.77,,0.12,0.02,,,0.01,0.04,,0.01,0.01,,0.03,,,,,0.00
64,China,Qingdao/Wuhan,74,Positive only,6,0.59,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.27,,0.32,0.03,0.03,0.03,0.00,0.07,,0.04,,0.04,,,,,0.41,0.00
67,China,Wuhan,82,Positive only,3,0.62,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,0.09,0.62,,0.62,0.02,,,,,,,,,,,,,0.10,0.00
69,China,Shenzhen,6,Positive only,46,0.50,0.00,0.00,1.00,0.00,0.00,,0.33,0.17,0.00,0.00,0.17,,,0.00,0.17,0.83,,0.83,,,,0.50,0.50,0.17,0.33,,,0.17,,,,,0.00
69,China,Shenzhen,1,Positive only,65,0.00,0.00,0.00,1.00,0.00,0.00,,1.00,0.00,0.00,0.00,1.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,66,1.00,0.00,0.00,1.00,0.00,0.00,,1.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,37,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,,,,0.00,0.00,1.00,1.00,,,1.00,,,,,0.00
69,China,Shenzhen,1,Positive only,36,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,1.00,1.00,,1.00,,,,0.00,0.00,0.00,1.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,10,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,,,,0.00,0.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,63,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,1.00,0.00,,0.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
70,China,Wuhan,101,Positive only,70,0.59,0.00,0.00,1.00,0.00,0.00,,0.58,0.22,0.24,0.14,0.07,0.18,0.13,0.11,0.00,0.81,,0.55,0.58,0.05,,0.06,0.36,,0.10,0.03,,,,,,0.00,1.00
70,China,Wuhan,48,Positive only,70,0.58,0.00,0.00,1.00,0.00,0.00,,0.54,0.19,0.19,0.08,0.06,0.19,0.08,0.04,0.00,0.79,,0.48,0.58,0.02,,0.02,0.40,,0.08,0.02,,,,,,0.00,1.00
70,China,Wuhan,53,Positive only,70,0.60,0.00,0.00,1.00,0.00,0.00,,0.62,0.25,0.28,0.19,0.08,0.17,0.17,0.17,0.00,0.83,,0.62,0.58,0.09,,0.09,0.32,,0.11,0.08,,,,,,0.00,1.00
71,China,Wuhan,55,Positive only,71,0.67,0.00,0.00,1.00,0.00,0.00,,0.60,0.26,,0.22,0.07,0.06,0.22,0.09,0.00,0.96,,0.62,0.96,0.04,,0.93,0.93,,0.04,0.04,,,,,,0.00,1.00
73,China,Wuhan,36,Positive only,69,0.69,0.00,0.00,1.00,0.00,0.00,0.11,0.58,0.19,0.14,0.11,0.03,,0.22,0.08,,0.94,,0.78,0.58,,0.22,0.03,0.47,,0.08,,,,,,,,1.00
74,Chile,Chile,922,Positive only,37,0.49,0.00,0.00,0.00,1.00,0.00,,,,,,,,,,,0.09,,0.52,0.57,0.52,,0.04,,,,0.47,,0.45,,,,,0.00
75,USA,Nationwide,12,Positive only,18,0.67,,,,,,0.08,0.17,0.08,0.17,0.08,0.00,0.08,,0.00,0.33,0.58,,0.67,0.08,0.25,,,0.42,,0.08,,,0.08,0.08,,,0.00,0.00
75,USA,Nationwide,7,Positive only,18,0.71,,,,,,0.14,0.14,0.14,0.14,0.14,0.00,,,0.00,0.29,0.85,,0.86,0.14,0.14,,,0.29,,0.14,,,,,,,0.00,0.00
77,China,Wuhan,109,Positive only,55,0.54,0.00,0.00,1.00,0.00,0.00,,0.34,0.11,,0.04,,,0.06,0.09,,0.83,,0.62,,,,,0.57,,0.11,,,,,,,0.00,0.28
77,China,Wuhan,56,Positive only,48,0.55,0.00,0.00,1.00,0.00,0.00,,0.29,0.02,,0.04,,,0.00,0.04,,0.86,,0.64,,,,,0.46,,0.11,,,,,,,0.00,0.09
77,China,Wuhan,53,Positive only,61,0.53,0.00,0.00,1.00,0.00,0.00,,0.40,0.21,,0.04,,,0.11,0.15,,0.79,,0.59,,,,,0.68,,0.11,,,,,,,0.00,0.49
78,China,Nanjing,24,Positive only,36,0.33,0.00,0.00,1.00,0.00,0.00,0.04,0.08,0.08,0.04,0.00,0.00,,0.04,0.04,,0.21,,0.08,,,,,0.08,0.04,,,,,,,,,0.00
78,China,Nanjing,5,Positive only,47,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,,1.00,,0.40,,,,,0.40,0.20,,,,,,,,,0.00
78,China,Nanjing,19,Positive only,35,0.42,0.00,0.00,1.00,0.00,0.00,0.05,0.11,0.11,0.05,0.00,0.00,,0.05,0.00,,0.00,,0.00,,,,,0.00,0.00,,,,,,,,,0.00
80,China,Chongqing,51,Positive only,43,0.63,0.00,0.00,1.00,0.00,0.00,,0.08,0.08,,,,,,,,0.84,,0.75,0.22,0.10,0.31,0.12,0.43,,0.08,0.06,,,,,,,0.02
80,China,Chongqing,44,Positive only,42,0.64,0.00,0.00,1.00,0.00,0.00,,0.07,0.00,,,,,,,,0.84,,0.73,0.11,0.11,0.32,0.11,0.36,,0.09,0.07,,,,,,,0.00
80,China,Chongqing,7,Positive only,52,0.57,0.00,0.00,1.00,0.00,0.00,,0.14,0.57,,,,,,,,0.86,,0.86,0.86,0.00,0.29,0.14,0.86,,0.00,0.00,,,,,,,0.14
81,China,Wuhan,110,Positive only,15,0.44,0.00,0.00,1.00,0.00,0.00,0.24,0.21,0.14,0.06,0.05,,,0.06,,,0.82,,0.62,0.33,,,,0.37,,,,,,,,,0.00,0.00
81,China,Wuhan,38,Positive only,23,0.63,0.00,0.00,1.00,0.00,0.00,0.24,0.39,0.21,0.08,0.11,,,0.08,,,0.87,,0.55,0.39,,,,0.26,,,,,,,,,0.00,0.00
81,China,Wuhan,72,Positive only,12,0.33,0.00,0.00,1.00,0.00,0.00,0.24,0.11,0.10,0.06,0.03,,,0.06,,,0.79,,0.65,0.29,,,,0.43,,,,,,,,,0.00,0.00
82,China,Chongqing,46,Positive only,9,0.52,0.00,0.00,1.00,0.00,0.00,0.11,,,,,,,,,,0.69,,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.10,,,0.07,,0.09,0.00
82,China,Chongqing,14,Positive only,6,0.50,0.00,0.00,1.00,0.00,0.00,0.07,,,,,,,,,,0.58,,0.92,0.00,0.17,0.50,0.08,0.17,0.17,0.17,0.00,0.00,,,0.08,,0.14,0.00
82,China,Chongqing,32,Positive only,10,0.53,0.00,0.00,1.00,0.00,0.00,0.13,,,,,,,,,,0.73,,0.77,0.07,0.20,0.33,0.07,0.20,0.03,0.00,0.03,0.13,,,0.07,,0.06,0.00
83,China,,64,Positive only,36,0.36,0.00,0.00,1.00,0.00,0.00,0.02,0.05,0.02,,,,,,,0.03,0.67,,0.47,0.16,0.13,0.13,0.22,0.34,,0.05,,0.06,0.25,0.05,0.03,,,0.00
83,China,,37,Positive only,38,0.46,0.00,0.00,1.00,0.00,0.00,0.03,0.03,0.03,,,,,,,0.05,0.68,,0.46,0.19,0.08,0.14,0.22,0.38,,0.03,,0.05,0.32,0.03,0.05,,,0.00
83,China,,25,Positive only,31,0.24,0.00,0.00,1.00,0.00,0.00,0.00,0.08,0.00,,,,,,,,0.68,,0.52,0.12,0.20,0.12,0.20,0.24,,0.08,,0.08,0.16,0.08,0.00,,,0.00
85,China,Wuhan,104,Positive only,43,0.47,0.00,0.00,1.00,0.00,0.00,0.04,0.14,0.12,0.07,0.01,,,,,,0.63,,0.76,0.14,,0.38,0.19,0.32,,0.02,,,,,,,,0.01
85,China,Wuhan,48,Positive only,40,0.46,0.00,0.00,1.00,0.00,0.00,0.02,0.13,0.15,0.02,0.00,,,,,,0.75,,0.75,0.19,,0.29,0.27,0.33,,0.00,,,,,,,,0.00
85,China,Wuhan,56,Positive only,44,0.48,0.00,0.00,1.00,0.00,0.00,0.05,0.16,0.09,0.11,0.02,,,,,,0.54,,0.77,0.11,,0.45,0.13,0.30,,0.04,,,,,,,,0.02
86,Scotland,,1,Positive only,51,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,0.00,0.00,1.00,1.00,1.00,,0.00,0.00,0.00,1.00,0.00,,,0.00,0.00
87,UK,England,2,Positive only,37,0.50,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.50,,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00
87,UK,England,1,Positive only,50,0.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
87,UK,England,1,Positive only,23,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,,0.00,0.00
91,China,Zhejiang,651,Positive only,45,0.51,0.00,0.00,1.00,0.00,0.00,0.06,0.15,0.07,0.01,0.00,0.01,0.04,,0.01,0.01,0.84,,0.67,0.04,,0.35,,0.18,,0.44,0.44,,,,,,,0.00
91,China,Zhejiang,74,Positive only,46,0.50,0.00,0.00,1.00,0.00,0.00,0.04,0.16,0.09,0.01,0.00,0.00,0.11,,0.00,0.00,0.85,,0.72,0.11,,0.39,,0.31,,0.00,0.00,,,,,,,0.00
91,China,Zhejiang,577,Positive only,45,0.51,0.00,0.00,1.00,0.00,0.00,0.07,0.15,0.07,0.01,0.00,0.01,0.03,,0.01,0.01,0.84,,0.66,0.03,,0.34,,0.17,,0.50,0.50,,,,,,,0.00
92,China,Hunan,10,Positive only,50,0.80,0.00,0.00,1.00,0.00,0.00,,0.30,,0.10,,,,,,,0.90,,0.60,0.60,0.30,0.40,,0.10,,0.30,0.10,,,,0.10,,,0.10
93,China,Shenzhen,5,Positive only,59,0.60,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,75,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,65,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,55,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,35,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,65,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
